HS 2017,BEC,Relationship
290270,22,n:1
290290,22,n:1
290311,22,n:1
290312,22,n:1
290313,22,n:1
290314,22,n:1
290315,22,n:1
290319,22,n:1
290321,22,n:1
290322,22,n:1
290323,22,n:1
290329,22,n:1
290331,22,n:1
290339,22,n:1
290371,22,n:1
290372,22,n:1
290373,22,n:1
290374,22,n:1
290375,22,n:1
290376,22,n:1
290377,22,n:1
290378,22,n:1
290379,22,n:1
290381,22,n:1
290382,22,n:1
290383,22,n:1
290389,22,n:1
290391,22,n:1
290392,22,n:1
290393,22,n:1
290394,22,n:1
290399,22,n:1
290410,22,n:1
290420,22,n:1
290431,22,n:1
290432,22,n:1
290433,22,n:1
290434,22,n:1
290435,22,n:1
290436,22,n:1
290491,22,n:1
290499,22,n:1
290511,22,n:1
290512,22,n:1
290513,22,n:1
290514,22,n:1
290516,22,n:1
290517,22,n:1
290519,22,n:1
290522,22,n:1
290529,22,n:1
290531,22,n:1
290532,22,n:1
290539,22,n:1
290541,22,n:1
290542,22,n:1
290543,22,n:1
290544,22,n:1
290545,22,n:1
290549,22,n:1
290551,22,n:1
290559,22,n:1
290611,22,n:1
290612,22,n:1
290613,22,n:1
290619,22,n:1
290621,22,n:1
290629,22,n:1
290711,22,n:1
290712,22,n:1
290713,22,n:1
290715,22,n:1
290719,22,n:1
290721,22,n:1
290722,22,n:1
290723,22,n:1
290729,22,n:1
290811,22,n:1
290819,22,n:1
290891,22,n:1
290892,22,n:1
290899,22,n:1
290911,22,n:1
290919,22,n:1
290920,22,n:1
290930,22,n:1
290941,22,n:1
290943,22,n:1
290944,22,n:1
290949,22,n:1
290950,22,n:1
290960,22,n:1
291010,22,n:1
291020,22,n:1
291030,22,n:1
291040,22,n:1
291050,22,n:1
291090,22,n:1
291100,22,n:1
291211,22,n:1
291212,22,n:1
291219,22,n:1
291221,22,n:1
291229,22,n:1
291241,22,n:1
291242,22,n:1
291249,22,n:1
291250,22,n:1
291260,22,n:1
291300,22,n:1
291411,22,n:1
291412,22,n:1
291413,22,n:1
291419,22,n:1
291422,22,n:1
291423,22,n:1
291429,22,n:1
291431,22,n:1
291439,22,n:1
291440,22,n:1
291450,22,n:1
291461,22,n:1
291462,22,n:1
291469,22,n:1
291471,22,n:1
291479,22,n:1
291511,22,n:1
291512,22,n:1
291513,22,n:1
291521,22,n:1
291524,22,n:1
291529,22,n:1
291531,22,n:1
291532,22,n:1
291533,22,n:1
291536,22,n:1
291539,22,n:1
291540,22,n:1
291550,22,n:1
291560,22,n:1
291570,22,n:1
291590,22,n:1
291611,22,n:1
291612,22,n:1
291613,22,n:1
291614,22,n:1
291615,22,n:1
291616,22,n:1
291619,22,n:1
291620,22,n:1
291631,22,n:1
291632,22,n:1
291634,22,n:1
291639,22,n:1
291711,22,n:1
291712,22,n:1
291713,22,n:1
291714,22,n:1
291719,22,n:1
291720,22,n:1
291732,22,n:1
291733,22,n:1
291734,22,n:1
291735,22,n:1
291736,22,n:1
291737,22,n:1
291739,22,n:1
291811,22,n:1
291812,22,n:1
291813,22,n:1
291814,22,n:1
291815,22,n:1
291816,22,n:1
291817,22,n:1
291818,22,n:1
291819,22,n:1
291821,22,n:1
291822,22,n:1
291823,22,n:1
291829,22,n:1
291830,22,n:1
291891,22,n:1
291899,22,n:1
291910,22,n:1
291990,22,n:1
292011,22,n:1
292019,22,n:1
292021,22,n:1
292022,22,n:1
292023,22,n:1
292024,22,n:1
292029,22,n:1
292030,22,n:1
292090,22,n:1
292111,22,n:1
292112,22,n:1
292113,22,n:1
292114,22,n:1
292119,22,n:1
292121,22,n:1
292122,22,n:1
292129,22,n:1
292130,22,n:1
292141,22,n:1
292142,22,n:1
292143,22,n:1
292144,22,n:1
292145,22,n:1
292146,22,n:1
292149,22,n:1
292151,22,n:1
292159,22,n:1
292211,22,n:1
292212,22,n:1
292214,22,n:1
292215,22,n:1
292216,22,n:1
292217,22,n:1
292218,22,n:1
292219,22,n:1
292221,22,n:1
292229,22,n:1
292231,22,n:1
292239,22,n:1
292241,22,n:1
292242,22,n:1
292243,22,n:1
292244,22,n:1
292249,22,n:1
292250,22,n:1
292310,22,n:1
292320,22,n:1
292330,22,n:1
292340,22,n:1
292390,22,n:1
292411,22,n:1
292412,22,n:1
292419,22,n:1
292421,22,n:1
292423,22,n:1
292424,22,n:1
292425,22,n:1
292429,22,n:1
292511,22,n:1
292512,22,n:1
292519,22,n:1
292521,22,n:1
292529,22,n:1
292610,22,n:1
292620,22,n:1
292630,22,n:1
292640,22,n:1
292690,22,n:1
292700,22,n:1
292800,22,n:1
292910,22,n:1
292990,22,n:1
293020,22,n:1
293030,22,n:1
293040,22,n:1
293060,22,n:1
293070,22,n:1
293080,22,n:1
293090,22,n:1
293110,22,n:1
293120,22,n:1
293131,22,n:1
293132,22,n:1
293133,22,n:1
293134,22,n:1
293135,22,n:1
293136,22,n:1
293137,22,n:1
293138,22,n:1
293139,22,n:1
293190,22,n:1
293211,22,n:1
293212,22,n:1
293213,22,n:1
293214,22,n:1
293219,22,n:1
293220,22,n:1
293291,22,n:1
293292,22,n:1
293293,22,n:1
293294,22,n:1
293295,22,n:1
293299,22,n:1
293311,22,n:1
293319,22,n:1
293321,22,n:1
293329,22,n:1
293331,22,n:1
293332,22,n:1
293333,22,n:1
293339,22,n:1
293341,22,n:1
293349,22,n:1
293352,22,n:1
293353,22,n:1
293354,22,n:1
293355,22,n:1
293359,22,n:1
293361,22,n:1
293369,22,n:1
293371,22,n:1
293372,22,n:1
293379,22,n:1
293391,22,n:1
293392,22,n:1
293399,22,n:1
293410,22,n:1
293420,22,n:1
293430,22,n:1
293491,22,n:1
293499,22,n:1
293510,22,n:1
293520,22,n:1
293530,22,n:1
293540,22,n:1
293550,22,n:1
293590,22,n:1
293621,22,n:1
293622,22,n:1
293623,22,n:1
293624,22,n:1
293625,22,n:1
293626,22,n:1
293627,22,n:1
293628,22,n:1
293629,22,n:1
293690,22,n:1
293711,22,n:1
293712,22,n:1
293719,22,n:1
293721,22,n:1
293722,22,n:1
293723,22,n:1
293729,22,n:1
293750,22,n:1
293790,22,n:1
293810,22,n:1
293890,22,n:1
293911,22,n:1
293919,22,n:1
293920,22,n:1
293930,22,n:1
293941,22,n:1
293942,22,n:1
293943,22,n:1
293944,22,n:1
293949,22,n:1
293951,22,n:1
293959,22,n:1
293961,22,n:1
293962,22,n:1
293963,22,n:1
293969,22,n:1
293971,22,n:1
293979,22,n:1
293980,22,n:1
294000,22,n:1
294110,22,n:1
294120,22,n:1
294130,22,n:1
294140,22,n:1
294150,22,n:1
294190,22,n:1
294200,22,n:1
300120,22,n:1
300190,22,n:1
300211,22,n:1
300212,22,n:1
300213,22,n:1
300214,22,n:1
300215,22,n:1
300219,22,n:1
300220,22,n:1
300230,22,n:1
300290,22,n:1
300310,22,n:1
300320,22,n:1
300331,22,n:1
300339,22,n:1
300341,22,n:1
300342,22,n:1
300343,22,n:1
300349,22,n:1
300360,22,n:1
300390,22,n:1
300410,63,n:1
300420,63,n:1
300431,63,n:1
300432,63,n:1
300439,63,n:1
300441,63,n:1
300442,63,n:1
300443,63,n:1
300449,63,n:1
300450,63,n:1
300460,63,n:1
300490,63,n:1
300510,22,n:1
300590,22,n:1
300610,22,n:1
300620,22,n:1
300630,22,n:1
300640,22,n:1
300650,22,n:1
300660,63,n:1
300670,22,n:1
300691,62,n:1
300692,21,n:1
310100,21,n:1
310210,22,n:1
310221,22,n:1
310229,22,n:1
310230,22,n:1
310240,22,n:1
310250,21,n:1
310260,22,n:1
310280,22,n:1
310290,22,n:1
310311,22,n:1
310319,22,n:1
310390,22,n:1
310420,22,n:1
310430,22,n:1
310490,21,n:n
310490,22,n:n
310510,22,n:1
310520,22,n:1
310530,22,n:1
310540,22,n:1
310551,22,n:1
310559,22,n:1
310560,22,n:1
310590,22,n:1
320110,22,n:1
320120,22,n:1
320190,22,n:1
320210,22,n:1
320290,22,n:1
320300,22,n:1
320411,22,n:1
320412,22,n:1
320413,22,n:1
320414,22,n:1
320415,22,n:1
320416,22,n:1
320417,22,n:1
320419,22,n:1
320420,22,n:1
320490,22,n:1
320500,22,n:1
320611,22,n:1
320619,22,n:1
320620,22,n:1
320641,22,n:1
320642,22,n:1
320649,22,n:1
320650,22,n:1
320710,22,n:1
320720,22,n:1
320730,22,n:1
320740,22,n:1
320810,22,n:1
320820,22,n:1
320890,22,n:1
320910,22,n:1
320990,22,n:1
321000,22,n:1
321100,22,n:1
321210,22,n:1
321290,22,n:1
321310,63,n:1
321390,63,n:1
321410,22,n:1
321490,22,n:1
321511,22,n:1
321519,22,n:1
321590,22,n:1
330112,22,n:1
330113,22,n:1
330119,22,n:1
330124,22,n:1
330125,22,n:1
330129,22,n:1
330130,22,n:1
330190,22,n:1
330210,22,n:1
330290,22,n:1
330300,63,n:1
330410,63,n:1
330420,63,n:1
330430,63,n:1
330491,63,n:1
330499,63,n:1
330510,63,n:1
330520,63,n:1
330530,63,n:1
330590,63,n:1
330610,63,n:1
330620,63,n:1
330690,63,n:1
330710,63,n:1
330720,63,n:1
330730,63,n:1
330741,63,n:1
330749,63,n:1
330790,63,n:1
340111,63,n:1
340119,63,n:1
340120,63,n:1
340130,63,n:1
340211,22,n:1
340212,22,n:1
340213,22,n:1
340219,22,n:1
340220,63,n:1
340290,22,n:1
340311,322,n:1
340319,322,n:1
340391,322,n:1
340399,322,n:1
340420,22,n:1
340490,22,n:1
340510,63,n:1
340520,63,n:1
340530,63,n:1
340540,63,n:1
340590,63,n:1
340600,63,n:1
340700,22,n:1
350110,22,n:1
350190,22,n:1
350211,111,n:1
350219,111,n:1
350220,22,n:1
350290,22,n:1
350300,22,n:1
350400,22,n:1
350510,22,n:1
350520,22,n:1
350610,63,n:1
350691,22,n:1
350699,22,n:1
350710,121,n:1
350790,22,n:1
360100,22,n:1
360200,22,n:1
360300,22,n:1
360410,22,n:1
360490,22,n:1
360500,63,n:1
360610,63,n:1
360690,22,n:1
370110,22,n:1
370120,22,n:1
370130,22,n:1
370191,22,n:1
370199,22,n:1
370210,22,n:1
370231,22,n:1
370232,22,n:1
370239,22,n:1
370241,22,n:1
370242,22,n:1
370243,22,n:1
370244,22,n:1
370252,63,n:1
370253,63,n:1
370254,63,n:1
370255,22,n:1
370256,22,n:1
370296,63,n:1
370297,22,n:n
370297,63,n:n
370298,22,n:1
370310,22,n:1
370320,22,n:1
370390,22,n:1
370400,22,n:1
370500,22,n:1
370610,22,n:1
370690,22,n:1
370710,22,n:1
370790,22,n:1
380110,22,n:1
380120,22,n:1
380130,22,n:1
380190,22,n:1
380210,22,n:1
380290,22,n:1
380300,22,n:1
380400,22,n:1
380510,22,n:1
380590,22,n:1
380610,22,n:1
380620,22,n:1
380630,22,n:1
380690,22,n:1
380700,22,n:1
380852,63,n:1
380859,63,n:1
380861,63,n:1
380862,63,n:1
380869,63,n:1
380891,63,n:1
380892,63,n:1
380893,63,n:1
380894,63,n:1
380899,63,n:1
380910,22,n:1
380991,22,n:1
380992,22,n:1
380993,22,n:1
381010,22,n:1
381090,22,n:1
381111,22,n:1
381119,22,n:1
381121,22,n:1
381129,22,n:1
381190,22,n:1
381210,22,n:1
381220,22,n:1
381231,22,n:1
381239,22,n:1
381300,22,n:1
381400,22,n:1
381511,22,n:1
381512,22,n:1
381519,22,n:1
381590,22,n:1
381600,22,n:1
381700,22,n:1
381800,22,n:1
381900,22,n:1
382000,22,n:1
382100,22,n:1
382200,22,n:1
382311,22,n:1
382312,22,n:1
382313,22,n:1
382319,22,n:1
382370,22,n:1
382410,22,n:1
382430,22,n:1
382440,22,n:1
382450,22,n:1
382460,22,n:1
382471,22,n:1
382472,22,n:1
382473,22,n:1
382474,22,n:1
382475,22,n:1
382476,22,n:1
382477,22,n:1
382478,22,n:1
382479,22,n:1
382481,22,n:1
382482,22,n:1
382483,22,n:1
382484,22,n:1
382485,22,n:1
382486,22,n:1
382487,22,n:1
382488,22,n:1
382491,22,n:1
382499,22,n:1
382510,21,n:1
382520,21,n:1
382530,21,n:1
382541,21,n:1
382549,21,n:1
382550,21,n:1
382561,21,n:1
382569,21,n:1
382590,21,n:1
382600,22,n:1
390110,22,n:1
390120,22,n:1
390130,22,n:1
390140,22,n:1
390190,22,n:1
390210,22,n:1
390220,22,n:1
390230,22,n:1
390290,22,n:1
390311,22,n:1
390319,22,n:1
390320,22,n:1
390330,22,n:1
390390,22,n:1
390410,22,n:1
390421,22,n:1
390422,22,n:1
390430,22,n:1
390440,22,n:1
390450,22,n:1
390461,22,n:1
390469,22,n:1
390490,22,n:1
390512,22,n:1
390519,22,n:1
390521,22,n:1
390529,22,n:1
390530,22,n:1
390591,22,n:1
390599,22,n:1
390610,22,n:1
390690,22,n:1
390710,22,n:1
390720,22,n:1
390730,22,n:1
390740,22,n:1
390750,22,n:1
390761,22,n:1
390769,22,n:1
390770,22,n:1
390791,22,n:1
390799,22,n:1
390810,22,n:1
390890,22,n:1
390910,22,n:1
390920,22,n:1
390931,22,n:1
390939,22,n:1
390940,22,n:1
390950,22,n:1
391000,22,n:1
391110,22,n:1
391190,22,n:1
391211,22,n:1
391212,22,n:1
391220,22,n:1
391231,22,n:1
391239,22,n:1
391290,22,n:1
391310,22,n:1
391390,22,n:1
391400,22,n:1
391510,21,n:1
391520,21,n:1
391530,21,n:1
391590,21,n:1
391610,22,n:1
391620,22,n:1
391690,22,n:1
391710,22,n:1
391721,22,n:1
391722,22,n:1
391723,22,n:1
391729,22,n:1
391731,22,n:1
391732,22,n:1
391733,22,n:1
391739,22,n:1
391740,22,n:1
391810,22,n:1
391890,22,n:1
391910,22,n:1
391990,22,n:1
392010,22,n:1
392020,22,n:1
392030,22,n:1
392043,22,n:1
392049,22,n:1
392051,22,n:1
392059,22,n:1
392061,22,n:1
392062,22,n:1
392063,22,n:1
392069,22,n:1
392071,22,n:1
392073,22,n:1
392079,22,n:1
392091,22,n:1
392092,22,n:1
392093,22,n:1
392094,22,n:1
392099,22,n:1
392111,22,n:1
392112,22,n:1
392113,22,n:1
392114,22,n:1
392119,22,n:1
392190,22,n:1
392210,22,n:1
392220,62,n:1
392290,22,n:1
392310,22,n:1
392321,22,n:1
392329,22,n:1
392330,22,n:1
392340,22,n:1
392350,22,n:1
392390,22,n:1
392410,62,n:1
392490,62,n:1
392510,22,n:1
392520,22,n:1
392530,62,n:1
392590,22,n:1
392610,22,n:1
392620,63,n:1
392630,22,n:1
392640,62,n:1
392690,62,n:1
400110,21,n:1
400121,21,n:1
400122,21,n:1
400129,21,n:1
400130,21,n:1
400211,22,n:1
400219,22,n:1
400220,22,n:1
400231,22,n:1
400239,22,n:1
400241,22,n:1
400249,22,n:1
400251,22,n:1
400259,22,n:1
400260,22,n:1
400270,22,n:1
400280,22,n:1
400291,22,n:1
400299,22,n:1
400300,21,n:1
400400,21,n:1
400510,22,n:1
400520,22,n:1
400591,22,n:1
400599,22,n:1
400610,22,n:1
400690,22,n:1
400700,22,n:1
400811,22,n:1
400819,22,n:1
400821,22,n:1
400829,22,n:1
400911,22,n:1
400912,22,n:1
400921,22,n:1
400922,22,n:1
400931,22,n:1
400932,22,n:1
400941,22,n:1
400942,22,n:1
401011,42,n:1
401012,42,n:1
401019,42,n:1
401031,42,n:1
401032,42,n:1
401033,42,n:1
401034,42,n:1
401035,42,n:1
401036,42,n:1
401039,42,n:1
401110,53,n:1
401120,53,n:1
401130,53,n:1
401140,53,n:1
401150,53,n:1
401170,53,n:1
401180,53,n:1
401190,53,n:1
401211,53,n:1
401212,53,n:1
401213,53,n:1
401219,53,n:1
401220,53,n:1
401290,53,n:1
401310,53,n:1
401320,53,n:1
401390,53,n:1
401410,63,n:1
401490,22,n:1
401511,22,n:1
401519,63,n:1
401590,63,n:1
401610,63,n:1
401691,63,n:1
401692,63,n:1
401693,22,n:1
401694,22,n:1
401695,63,n:1
401699,22,n:1
401700,22,n:1
410120,21,n:1
410150,21,n:1
410190,21,n:1
410210,21,n:1
410221,21,n:1
410229,21,n:1
410320,21,n:1
410330,21,n:1
410390,21,n:1
410411,22,n:1
410419,22,n:1
410441,22,n:1
410449,22,n:1
410510,22,n:1
410530,22,n:1
410621,22,n:1
410622,22,n:1
410631,22,n:1
410632,22,n:1
410640,22,n:1
410691,22,n:1
410692,22,n:1
410711,22,n:1
410712,22,n:1
410719,22,n:1
410791,22,n:1
410792,22,n:1
410799,22,n:1
411200,22,n:1
411310,22,n:1
411320,22,n:1
411330,22,n:1
411390,22,n:1
411410,22,n:1
411420,22,n:1
411510,22,n:1
411520,21,n:1
420100,62,n:1
420211,62,n:1
420212,62,n:1
420219,62,n:1
420221,62,n:1
420222,62,n:1
420229,62,n:1
420231,62,n:1
420232,62,n:1
420239,62,n:1
420291,62,n:1
420292,62,n:1
420299,62,n:1
420310,62,n:1
420321,62,n:1
420329,62,n:1
420330,62,n:1
420340,62,n:1
420500,42,n:n
420500,62,n:n
420600,22,n:1
430110,21,n:1
430130,21,n:1
430160,21,n:1
430180,21,n:1
430190,21,n:1
430211,22,n:1
430219,22,n:1
430220,22,n:1
430230,22,n:1
430310,62,n:1
430390,62,n:1
430400,62,n:1
440111,31,n:1
440112,31,n:1
440121,21,n:1
440122,21,n:1
440131,21,n:1
440139,21,n:1
440140,21,n:1
440210,322,n:1
440290,322,n:1
440311,21,n:1
440312,21,n:1
440321,21,n:1
440322,21,n:1
440323,21,n:1
440324,21,n:1
440325,21,n:1
440326,21,n:1
440341,21,n:1
440349,21,n:1
440391,21,n:1
440393,21,n:1
440394,21,n:1
440395,21,n:1
440396,21,n:1
440397,21,n:1
440398,21,n:1
440399,21,n:1
440410,21,n:1
440420,21,n:1
440500,22,n:1
440611,22,n:1
440612,22,n:1
440691,22,n:1
440692,22,n:1
440711,22,n:1
440712,22,n:1
440719,22,n:1
440721,22,n:1
440722,22,n:1
440725,22,n:1
440726,22,n:1
440727,22,n:1
440728,22,n:1
440729,22,n:1
440791,22,n:1
440792,22,n:1
440793,22,n:1
440794,22,n:1
440795,22,n:1
440796,22,n:1
440797,22,n:1
440799,22,n:1
440810,22,n:1
440831,22,n:1
440839,22,n:1
440890,22,n:1
440910,22,n:1
440921,22,n:1
440922,22,n:1
440929,22,n:1
441011,22,n:1
441012,22,n:1
441019,22,n:1
441090,22,n:1
441112,22,n:1
441113,22,n:1
441114,22,n:1
441192,22,n:1
441193,22,n:1
441194,22,n:1
441210,22,n:1
441231,22,n:1
441233,22,n:1
441234,22,n:1
441239,22,n:1
441294,22,n:1
441299,22,n:1
441300,22,n:1
441400,62,n:1
441510,22,n:1
441520,22,n:1
441600,22,n:1
441700,22,n:1
441810,22,n:1
441820,22,n:1
441840,22,n:1
441850,22,n:1
441860,22,n:1
441873,22,n:1
441874,22,n:1
441875,22,n:1
441879,22,n:1
441891,22,n:1
441899,22,n:1
441911,62,n:1
441912,62,n:1
441919,62,n:1
441990,62,n:1
442010,62,n:1
442090,62,n:1
442110,62,n:1
442191,22,n:1
442199,22,n:1
450110,21,n:1
450190,21,n:1
450200,21,n:1
450310,22,n:1
450390,22,n:1
450410,22,n:1
450490,22,n:1
460121,62,n:1
460122,62,n:1
460129,62,n:1
460192,62,n:1
460193,62,n:1
460194,62,n:1
460199,62,n:1
460211,62,n:1
460212,62,n:1
460219,62,n:1
460290,62,n:1
470100,22,n:1
470200,22,n:1
470311,22,n:1
470319,22,n:1
470321,22,n:1
470329,22,n:1
470411,22,n:1
470419,22,n:1
470421,22,n:1
470429,22,n:1
470500,22,n:1
470610,22,n:1
470620,22,n:1
470630,22,n:1
470691,22,n:1
470692,22,n:1
470693,22,n:1
470710,21,n:1
470720,21,n:1
470730,21,n:1
470790,21,n:1
480100,22,n:1
480210,22,n:1
480220,22,n:1
480240,22,n:1
480254,22,n:1
480255,22,n:1
480256,22,n:1
480257,22,n:1
480258,22,n:1
480261,22,n:1
480262,22,n:1
480269,22,n:1
480300,22,n:1
480411,22,n:1
480419,22,n:1
480421,22,n:1
480429,22,n:1
480431,22,n:1
480439,22,n:1
480441,22,n:1
480442,22,n:1
480449,22,n:1
480451,22,n:1
480452,22,n:1
480459,22,n:1
480511,22,n:1
480512,22,n:1
480519,22,n:1
480524,22,n:1
480525,22,n:1
480530,22,n:1
480540,22,n:1
480550,22,n:1
480591,22,n:1
480592,22,n:1
480593,22,n:1
480610,22,n:1
480620,22,n:1
480630,22,n:1
480640,22,n:1
480700,22,n:1
480810,22,n:1
480840,22,n:1
480890,22,n:1
480920,22,n:1
480990,22,n:1
481013,22,n:1
481014,22,n:1
481019,22,n:1
481022,22,n:1
481029,22,n:1
481031,22,n:1
481032,22,n:1
481039,22,n:1
481092,22,n:1
481099,22,n:1
481110,22,n:n
481110,61,n:n
481141,22,n:1
481149,22,n:1
481151,22,n:n
481151,61,n:n
481159,22,n:n
481159,61,n:n
481160,22,n:n
481160,61,n:n
481190,22,n:n
481190,61,n:n
481200,22,n:1
481310,63,n:1
481320,22,n:1
481390,22,n:1
481420,22,n:1
481490,22,n:1
481620,22,n:1
481690,22,n:1
481710,63,n:1
481720,63,n:1
481730,63,n:1
481810,63,n:1
481820,63,n:1
481830,63,n:1
481850,63,n:1
481890,63,n:1
481910,22,n:1
481920,22,n:1
481930,22,n:1
481940,22,n:1
481950,22,n:1
481960,22,n:1
482010,22,n:1
482020,63,n:1
482030,22,n:1
482040,22,n:1
482050,63,n:1
482090,22,n:1
482110,22,n:1
482190,22,n:1
482210,22,n:1
482290,22,n:1
482320,22,n:1
482340,22,n:1
482361,63,n:1
482369,63,n:1
482370,22,n:1
482390,22,n:n
482390,61,n:n
490110,63,n:1
490191,63,n:1
490199,63,n:1
490210,63,n:1
490290,63,n:1
490300,63,n:1
490400,62,n:1
490510,62,n:1
490591,63,n:1
490599,63,n:1
490600,22,n:1
490700,22,n:1
490810,22,n:1
490890,63,n:1
490900,63,n:1
491000,63,n:1
491110,22,n:1
491191,63,n:1
491199,22,n:1
500100,21,n:1
500200,22,n:1
500300,21,n:1
500400,22,n:1
500500,22,n:1
500600,63,n:1
500710,22,n:1
500720,22,n:1
500790,22,n:1
510111,21,n:1
510119,21,n:1
510121,21,n:1
510129,21,n:1
510130,21,n:1
510211,21,n:1
510219,21,n:1
510220,21,n:1
510310,21,n:1
510320,21,n:1
510330,21,n:1
510400,21,n:1
510510,22,n:1
510521,22,n:1
510529,22,n:1
510531,22,n:1
510539,22,n:1
510540,22,n:1
510610,22,n:1
510620,22,n:1
510710,22,n:1
510720,22,n:1
510810,22,n:1
510820,22,n:1
510910,63,n:1
510990,63,n:1
511000,22,n:1
511111,22,n:1
511119,22,n:1
511120,22,n:1
511130,22,n:1
511190,22,n:1
511211,22,n:1
511219,22,n:1
511220,22,n:1
511230,22,n:1
511290,22,n:1
511300,22,n:1
520100,21,n:1
520210,21,n:1
520291,21,n:1
520299,21,n:1
520300,22,n:1
520411,22,n:1
520419,22,n:1
520420,63,n:1
520511,22,n:1
520512,22,n:1
520513,22,n:1
520514,22,n:1
520515,22,n:1
520521,22,n:1
520522,22,n:1
520523,22,n:1
520524,22,n:1
520526,22,n:1
520527,22,n:1
520528,22,n:1
520531,22,n:1
520532,22,n:1
520533,22,n:1
520534,22,n:1
520535,22,n:1
520541,22,n:1
520542,22,n:1
520543,22,n:1
520544,22,n:1
520546,22,n:1
520547,22,n:1
520548,22,n:1
520611,22,n:1
520612,22,n:1
520613,22,n:1
520614,22,n:1
520615,22,n:1
520621,22,n:1
520622,22,n:1
520623,22,n:1
520624,22,n:1
520625,22,n:1
520631,22,n:1
520632,22,n:1
520633,22,n:1
520634,22,n:1
520635,22,n:1
520641,22,n:1
520642,22,n:1
520643,22,n:1
520644,22,n:1
520645,22,n:1
520710,63,n:1
520790,63,n:1
520811,22,n:1
520812,22,n:1
520813,22,n:1
520819,22,n:1
520821,22,n:1
520822,22,n:1
520823,22,n:1
520829,22,n:1
520831,22,n:1
520832,22,n:1
520833,22,n:1
520839,22,n:1
520841,22,n:1
520842,22,n:1
520843,22,n:1
520849,22,n:1
520851,22,n:1
520852,22,n:1
520859,22,n:1
520911,22,n:1
520912,22,n:1
520919,22,n:1
520921,22,n:1
520922,22,n:1
520929,22,n:1
520931,22,n:1
520932,22,n:1
520939,22,n:1
520941,22,n:1
520942,22,n:1
520943,22,n:1
520949,22,n:1
520951,22,n:1
520952,22,n:1
520959,22,n:1
521011,22,n:1
521019,22,n:1
521021,22,n:1
521029,22,n:1
521031,22,n:1
521032,22,n:1
521039,22,n:1
521041,22,n:1
521049,22,n:1
521051,22,n:1
521059,22,n:1
521111,22,n:1
521112,22,n:1
521119,22,n:1
521120,22,n:1
521131,22,n:1
521132,22,n:1
521139,22,n:1
521141,22,n:1
521142,22,n:1
521143,22,n:1
521149,22,n:1
521151,22,n:1
521152,22,n:1
521159,22,n:1
521211,22,n:1
521212,22,n:1
521213,22,n:1
521214,22,n:1
521215,22,n:1
521221,22,n:1
