"SITC, Rev. 3",BEC,Relationship
00111,41,n to 1
00119,111,n to 1
00121,111,n to 1
00122,111,n to 1
00131,41,n to 1
00139,111,n to 1
00141,111,n to 1
00149,111,n to 1
00151,111,n to n
00151,41,n to n
00152,111,n to n
00152,41,n to n
0019,111,n to 1
01111,121,n to n
01111,122,n to n
01112,122,n to 1
01121,121,n to n
01121,122,n to n
01122,122,n to 1
01211,121,n to n
01211,122,n to n
01212,121,n to n
01212,122,n to n
01213,122,n to 1
01221,121,n to n
01221,122,n to n
01222,121,n to n
01222,122,n to n
01231,122,n to 1
01232,122,n to 1
01233,122,n to 1
01234,122,n to 1
01235,122,n to 1
01236,122,n to 1
0124,121,n to 1
01251,122,n to 1
01252,122,n to 1
01253,122,n to 1
01254,122,n to 1
01255,122,n to 1
01256,122,n to 1
01291,122,n to 1
01292,122,n to 1
01293,122,n to 1
01299,122,n to 1
01611,122,n to 1
01612,122,n to 1
01619,122,n to 1
01681,122,n to 1
01689,122,n to 1
0171,121,n to 1
0172,122,n to 1
0173,122,n to 1
0174,122,n to 1
0175,122,n to 1
0176,122,n to 1
0179,122,n to 1
02211,112,n to 1
02212,112,n to 1
02213,112,n to 1
02221,121,n to 1
02222,122,n to 1
02223,122,n to 1
02224,122,n to 1
02231,112,n to 1
02232,112,n to 1
02233,122,n to 1
02241,121,n to 1
02249,121,n to 1
0230,122,n to 1
0241,122,n to 1
0242,122,n to 1
0243,122,n to 1
02491,122,n to 1
02499,122,n to 1
0251,112,n to 1
02521,121,n to 1
02522,121,n to 1
0253,111,n to 1
03411,112,n to n
03411,63,n to n
03412,112,n to 1
03413,112,n to 1
03414,112,n to 1
03415,112,n to 1
03416,112,n to 1
03417,112,n to 1
03418,112,n to 1
03419,122,n to 1
03421,122,n to 1
03422,122,n to 1
03423,122,n to 1
03424,122,n to 1
03425,122,n to 1
03426,122,n to 1
03427,122,n to 1
03428,122,n to 1
03429,122,n to 1
0344,122,n to 1
03451,122,n to 1
03455,122,n to 1
03511,112,n to 1
03512,122,n to 1
03513,112,n to 1
03521,112,n to 1
03522,112,n to 1
03529,112,n to 1
0353,122,n to 1
0354,122,n to 1
0355,121,n to 1
03611,112,n to 1
03619,112,n to 1
0362,112,n to n
0362,122,n to n
03631,112,n to 1
03633,112,n to 1
03635,112,n to 1
03637,112,n to 1
03639,112,n to 1
03711,122,n to 1
03712,122,n to 1
03713,122,n to 1
03714,122,n to 1
03715,122,n to 1
03716,122,n to 1
03717,122,n to 1
03721,122,n to 1
03722,122,n to 1
0411,111,n to 1
0412,111,n to 1
0421,111,n to 1
0422,111,n to 1
04231,122,n to 1
04232,122,n to 1
0430,111,n to 1
0441,21,n to 1
0449,21,n to 1
0451,111,n to 1
0452,21,n to 1
0453,111,n to 1
04591,111,n to 1
04592,111,n to 1
04593,111,n to 1
04599,111,n to 1
0461,121,n to 1
0462,121,n to 1
04711,121,n to 1
04719,121,n to 1
04721,121,n to 1
04722,121,n to 1
04729,121,n to 1
04811,122,n to 1
04812,122,n to 1
04813,122,n to 1
04814,122,n to 1
04815,122,n to 1
0482,121,n to 1
0483,122,n to 1
04841,122,n to 1
04842,122,n to 1
04849,122,n to 1
0485,122,n to 1
0541,112,n to n
0541,21,n to n
05421,112,n to 1
05422,112,n to 1
05423,112,n to 1
05424,112,n to 1
05425,112,n to 1
05429,112,n to 1
0544,112,n to 1
05451,112,n to 1
05452,112,n to 1
05453,112,n to 1
05454,112,n to 1
05455,112,n to 1
05456,112,n to 1
05457,112,n to 1
05458,112,n to 1
05459,112,n to 1
05461,112,n to 1
05469,112,n to 1
0547,122,n to 1
05481,112,n to 1
05483,112,n to 1
05484,111,n to 1
05485,111,n to 1
05487,111,n to 1
05488,111,n to 1
05489,111,n to 1
05611,122,n to 1
05612,122,n to 1
05613,122,n to 1
05619,122,n to 1
05641,121,n to 1
05642,121,n to 1
05645,121,n to 1
05646,121,n to 1
05647,121,n to 1
05648,121,n to 1
05661,122,n to 1
05669,122,n to 1
05671,122,n to 1
05672,122,n to 1
05673,122,n to 1
05674,122,n to 1
05675,122,n to 1
05676,122,n to 1
05677,122,n to 1
05679,122,n to 1
05711,112,n to 1
05712,112,n to 1
05721,112,n to 1
05722,112,n to 1
05729,112,n to 1
0573,112,n to 1
0574,112,n to 1
05751,112,n to 1
05752,112,n to 1
0576,112,n to 1
05771,111,n to 1
05772,112,n to 1
05773,112,n to 1
05774,112,n to 1
05775,112,n to 1
05776,112,n to 1
05777,112,n to 1
05778,112,n to 1
05779,112,n to 1
05791,112,n to 1
05792,112,n to 1
05793,112,n to 1
05794,112,n to 1
05795,112,n to 1
05796,112,n to 1
05797,112,n to 1
05798,112,n to 1
05799,112,n to 1
0581,122,n to 1
05821,111,n to 1
05822,111,n to 1
05831,112,n to 1
05832,112,n to 1
05839,112,n to 1
05892,122,n to 1
05893,122,n to 1
05894,122,n to 1
05895,122,n to 1
05896,122,n to 1
05897,122,n to 1
0591,122,n to 1
0592,122,n to 1
0593,122,n to 1
05991,122,n to 1
05992,122,n to 1
05993,122,n to 1
05994,122,n to 1
05995,122,n to 1
05996,122,n to 1
06111,121,n to 1
06112,121,n to 1
06121,121,n to 1
06129,122,n to 1
06151,121,n to 1
06159,121,n to 1
0616,112,n to 1
06191,121,n to 1
06192,122,n to 1
06193,121,n to 1
06194,121,n to 1
06195,121,n to 1
06196,121,n to 1
06199,121,n to 1
0621,122,n to 1
06221,122,n to 1
06229,122,n to 1
07111,111,n to 1
07112,111,n to 1
07113,122,n to 1
0712,122,n to 1
07131,122,n to 1
07132,122,n to 1
07133,122,n to 1
0721,111,n to 1
0722,121,n to 1
07231,121,n to 1
07232,121,n to 1
0724,121,n to 1
0725,21,n to 1
0731,122,n to 1
0732,121,n to 1
0733,122,n to 1
0739,122,n to 1
07411,112,n to 1
07412,112,n to 1
07413,112,n to 1
07414,112,n to 1
07431,112,n to 1
07432,122,n to 1
07511,112,n to 1
07512,112,n to 1
07513,112,n to 1
07521,112,n to 1
07522,112,n to 1
07523,112,n to 1
07524,112,n to 1
07525,112,n to 1
07526,112,n to 1
07527,112,n to 1
07528,112,n to 1
07529,112,n to 1
08111,21,n to 1
08112,21,n to 1
08113,21,n to 1
08119,21,n to 1
08123,121,n to 1
08124,121,n to 1
08125,121,n to 1
08126,121,n to 1
08129,121,n to 1
08131,22,n to 1
08132,22,n to 1
08133,22,n to 1
08134,22,n to 1
08135,22,n to 1
08136,22,n to 1
08137,22,n to 1
08138,22,n to 1
08139,22,n to 1
08141,22,n to 1
08142,22,n to 1
08151,21,n to 1
08152,21,n to 1
08153,21,n to 1
08194,121,n to 1
08195,63,n to 1
08199,22,n to 1
09101,122,n to 1
09109,122,n to 1
09811,122,n to 1
09812,122,n to 1
09813,122,n to 1
09814,122,n to 1
09841,122,n to 1
09842,122,n to 1
09843,122,n to 1
09844,122,n to 1
09849,122,n to 1
0985,122,n to 1
0986,121,n to 1
09891,122,n to 1
09892,122,n to 1
09893,122,n to 1
09894,121,n to 1
09899,122,n to 1
11101,122,n to 1
11102,122,n to 1
11211,121,n to 1
11213,122,n to 1
11215,122,n to 1
11217,122,n to 1
1122,122,n to 1
1123,122,n to 1
11241,122,n to 1
11242,122,n to 1
11243,122,n to 1
11244,122,n to 1
11245,122,n to 1
11249,122,n to 1
1211,21,n to 1
1212,21,n to 1
1213,21,n to 1
1221,63,n to 1
1222,63,n to 1
12231,63,n to 1
12232,63,n to 1
12239,22,n to n
12239,63,n to n
21111,21,n to 1
21112,21,n to 1
21113,21,n to 1
2112,21,n to 1
2114,21,n to 1
2116,21,n to 1
2117,21,n to 1
21191,21,n to 1
21199,21,n to 1
2121,21,n to 1
21221,21,n to 1
21222,21,n to 1
21223,21,n to 1
21224,21,n to 1
21225,21,n to 1
21226,21,n to 1
21229,21,n to 1
2123,21,n to 1
22211,111,n to 1
22212,111,n to 1
2222,111,n to 1
2223,111,n to 1
2224,111,n to 1
2225,111,n to 1
22261,111,n to 1
22262,111,n to 1
2227,111,n to n
2227,21,n to n
2231,111,n to 1
2232,111,n to n
2232,21,n to n
2234,21,n to 1
2235,111,n to n
2235,21,n to n
2237,111,n to n
2237,21,n to n
2239,121,n to 1
2311,21,n to 1
23121,21,n to 1
23125,21,n to 1
23129,21,n to 1
2313,21,n to 1
23211,22,n to 1
23212,22,n to 1
23213,22,n to 1
23214,22,n to 1
23215,22,n to 1
23216,22,n to 1
23217,22,n to 1
23218,22,n to 1
23219,22,n to 1
23221,21,n to 1
23222,21,n to 1
24402,21,n to 1
24403,21,n to 1
24404,21,n to 1
24501,31,n to 1
24502,322,n to 1
24611,21,n to 1
24615,21,n to 1
2462,21,n to 1
2473,21,n to 1
2474,21,n to 1
24751,21,n to 1
24752,21,n to 1
24811,22,n to 1
24819,22,n to 1
2482,22,n to 1
2483,22,n to 1
2484,22,n to 1
2485,22,n to 1
25111,21,n to 1
25112,21,n to 1
25113,21,n to 1
25119,21,n to 1
2512,22,n to 1
2513,22,n to 1
25141,22,n to 1
25142,22,n to 1
25151,22,n to 1
25152,22,n to 1
25161,22,n to 1
25162,22,n to 1
25191,22,n to 1
25192,22,n to 1
2613,22,n to 1
26141,21,n to 1
26142,21,n to 1
26149,21,n to 1
2631,21,n to 1
2632,21,n to 1
26331,21,n to 1
26332,21,n to 1
26339,21,n to 1
2634,22,n to 1
2641,21,n to 1
2649,21,n to 1
26511,21,n to 1
26512,22,n to 1
26513,21,n to 1
26521,21,n to 1
26529,21,n to 1
26541,21,n to 1
26549,21,n to 1
26551,21,n to 1
26559,21,n to 1
26571,21,n to 1
26579,21,n to 1
26581,21,n to 1
26589,21,n to 1
26651,22,n to 1
26652,22,n to 1
26653,22,n to 1
26659,22,n to 1
26661,22,n to 1
26662,22,n to 1
26663,22,n to 1
26669,22,n to 1
26671,22,n to 1
26672,22,n to 1
26673,22,n to 1
26679,22,n to 1
26711,22,n to 1
26712,22,n to 1
26713,22,n to 1
26721,21,n to 1
26722,21,n to 1
26811,21,n to 1
26819,21,n to 1
26821,21,n to 1
26829,21,n to 1
2683,21,n to 1
26851,21,n to 1
26859,21,n to 1
26862,21,n to 1
26863,21,n to 1
26869,21,n to 1
26871,22,n to 1
26873,22,n to 1
26877,22,n to 1
26901,21,n to 1
26902,21,n to 1
2721,21,n to 1
2722,21,n to 1
27231,21,n to 1
27232,21,n to 1
2724,21,n to n
2724,22,n to n
27311,21,n to 1
27312,21,n to 1
27313,21,n to 1
27322,21,n to 1
27323,21,n to 1
27324,22,n to 1
27331,21,n to 1
27339,21,n to 1
2734,21,n to 1
27411,21,n to 1
27419,21,n to 1
2742,21,n to 1
27711,21,n to 1
27719,22,n to 1
27721,21,n to 1
27722,21,n to 1
27729,21,n to 1
27822,21,n to 1
27823,21,n to 1
27824,21,n to 1
27825,21,n to 1
27826,21,n to 1
27827,21,n to 1
27829,21,n to 1
2783,21,n to 1
2784,21,n to 1
27851,21,n to 1
27852,21,n to 1
27853,21,n to 1
27854,21,n to 1
27855,21,n to 1
27861,21,n to 1
27862,21,n to 1
27869,21,n to 1
27891,21,n to 1
27892,21,n to 1
27893,21,n to 1
27894,21,n to 1
27895,21,n to 1
27896,21,n to 1
27897,21,n to 1
27898,21,n to 1
27899,21,n to 1
2814,21,n to 1
2815,21,n to 1
2816,21,n to 1
2821,21,n to 1
28221,21,n to 1
28229,21,n to 1
28231,21,n to 1
28232,21,n to 1
28233,21,n to 1
28239,21,n to 1
2831,21,n to 1
28321,22,n to 1
28322,22,n to 1
2841,21,n to 1
28421,22,n to 1
28422,22,n to 1
2851,21,n to 1
2852,22,n to 1
2861,21,n to 1
2862,21,n to 1
2874,21,n to 1
2875,21,n to 1
2876,21,n to 1
2877,21,n to 1
28781,21,n to 1
28782,21,n to 1
28783,21,n to 1
28784,21,n to 1
28785,21,n to 1
28791,21,n to 1
28792,21,n to 1
28793,21,n to 1
28799,21,n to 1
2881,21,n to 1
28821,21,n to 1
28822,21,n to 1
28823,21,n to 1
28824,21,n to 1
28825,21,n to 1
28826,21,n to 1
28911,21,n to 1
28919,21,n to 1
28921,21,n to 1
28929,21,n to 1
29111,21,n to 1
29115,21,n to 1
29116,21,n to 1
29191,21,n to 1
29192,21,n to 1
29193,21,n to 1
29194,21,n to 1
29195,21,n to 1
29196,21,n to 1
29197,21,n to 1
29198,21,n to 1
29199,21,n to 1
29221,21,n to 1
29222,21,n to 1
29229,21,n to 1
29231,21,n to 1
29232,21,n to 1
29239,21,n to 1
29241,21,n to 1
29242,21,n to 1
29249,21,n to 1
29251,21,n to 1
29252,21,n to 1
29253,21,n to 1
29254,21,n to 1
29259,21,n to 1
29261,21,n to 1
29269,21,n to 1
29271,63,n to 1
29272,21,n to 1
29292,21,n to 1
29293,21,n to 1
29294,21,n to 1
29295,21,n to 1
29296,22,n to 1
29297,21,n to 1
29299,21,n to 1
3211,31,n to 1
32121,31,n to 1
32122,31,n to 1
3221,322,n to 1
32221,31,n to 1
32222,322,n to 1
3223,31,n to 1
3250,322,n to 1
3330,31,n to 1
33411,21,n to n
33411,32,n to n
33412,21,n to n
33412,32,n to n
33419,21,n to n
33419,32,n to n
33421,21,n to n
33421,32,n to n
33429,21,n to n
33429,32,n to n
3343,21,n to n
3343,32,n to n
3344,21,n to n
3344,32,n to n
3345,21,n to n
3345,32,n to n
33511,22,n to 1
33512,22,n to 1
33521,22,n to 1
33522,22,n to 1
33523,22,n to 1
33524,22,n to 1
33525,22,n to 1
33531,22,n to 1
33532,22,n to 1
33541,22,n to 1
33542,22,n to 1
33543,22,n to 1
3421,322,n to 1
3425,322,n to 1
3431,322,n to 1
3432,31,n to 1
3441,322,n to 1
3442,322,n to 1
3449,31,n to 1
3450,322,n to 1
3510,322,n to 1
41111,22,n to 1
41112,121,n to 1
41113,121,n to 1
4112,22,n to 1
41131,121,n to 1
41132,22,n to 1
41133,22,n to 1
41134,22,n to 1
41135,22,n to 1
41139,22,n to 1
42111,121,n to 1
42119,122,n to 1
42121,121,n to 1
42129,121,n to 1
42131,121,n to 1
42139,122,n to 1
42141,122,n to 1
42142,122,n to 1
42149,121,n to 1
42151,121,n to 1
42159,122,n to 1
42161,121,n to 1
42169,122,n to 1
42171,121,n to 1
42179,122,n to 1
4218,121,n to 1
42211,22,n to 1
42219,22,n to 1
42221,121,n to 1
42229,121,n to 1
42231,121,n to 1
42239,121,n to 1
42241,121,n to 1
42249,121,n to 1
4225,22,n to 1
42291,22,n to 1
42299,22,n to 1
4311,22,n to 1
43121,121,n to 1
43122,121,n to 1
43131,22,n to 1
43133,21,n to 1
43141,22,n to 1
43142,22,n to 1
51111,22,n to 1
51112,22,n to 1
51113,22,n to 1
51114,22,n to 1
51119,22,n to 1
51121,22,n to 1
51122,22,n to 1
51123,22,n to 1
51124,22,n to 1
51125,22,n to 1
51126,22,n to 1
51127,22,n to 1
51129,22,n to 1
51131,22,n to 1
51132,22,n to 1
51133,22,n to 1
51134,22,n to 1
51135,22,n to 1
51136,22,n to 1
51137,22,n to 1
51138,22,n to 1
51139,22,n to 1
5114,22,n to 1
51211,22,n to 1
51212,22,n to 1
51213,22,n to 1
51214,22,n to 1
51215,22,n to 1
51216,22,n to 1
51217,22,n to 1
51219,22,n to 1
51221,22,n to 1
51222,22,n to 1
51223,22,n to 1
51224,22,n to 1
51225,22,n to 1
51229,22,n to 1
51231,22,n to 1
51235,22,n to 1
51241,22,n to 1
51242,22,n to 1
51243,22,n to 1
51244,22,n to 1
51371,22,n to 1
51372,22,n to 1
51373,22,n to 1
51374,22,n to 1
51375,22,n to 1
51376,22,n to 1
51377,22,n to 1
51378,22,n to 1
51379,22,n to 1
51381,22,n to 1
51382,22,n to 1
51383,22,n to 1
51384,22,n to 1
51385,22,n to 1
51389,22,n to 1
51391,22,n to 1
51392,22,n to 1
51393,22,n to 1
51394,22,n to 1
51395,22,n to 1
51396,22,n to 1
51451,22,n to 1
51452,22,n to 1
51453,22,n to 1
51454,22,n to 1
51455,22,n to 1
51461,22,n to 1
51462,22,n to 1
51463,22,n to 1
51464,22,n to 1
51465,22,n to 1
51467,22,n to 1
51471,22,n to 1
51473,22,n to 1
51479,22,n to 1
51481,22,n to 1
51482,22,n to 1
51483,22,n to 1
51484,22,n to 1
51485,22,n to 1
51486,22,n to 1
51489,22,n to 1
51541,22,n to 1
51542,22,n to 1
51543,22,n to 1
51544,22,n to 1
51549,22,n to 1
5155,22,n to 1
51561,22,n to 1
51562,22,n to 1
51563,22,n to 1
51569,22,n to 1
51571,22,n to 1
51572,22,n to 1
51573,22,n to 1
51574,22,n to 1
51575,22,n to 1
51576,22,n to 1
51577,22,n to 1
51578,22,n to 1
51579,22,n to 1
5158,22,n to 1
51612,22,n to 1
51613,22,n to 1
51614,22,n to 1
51615,22,n to 1
51616,22,n to 1
51617,22,n to 1
51621,22,n to 1
51622,22,n to 1
51623,22,n to 1
51624,22,n to 1
51625,22,n to 1
51626,22,n to 1
51627,22,n to 1
51628,22,n to 1
51629,22,n to 1
51631,22,n to 1
51639,22,n to 1
51691,121,n to n
51691,22,n to n
51692,22,n to 1
51699,22,n to 1
5221,22,n to 1
52221,22,n to 1
52222,22,n to 1
52223,22,n to 1
52224,22,n to 1
52225,22,n to 1
52226,22,n to 1
52227,22,n to 1
52228,22,n to 1
52229,22,n to 1
52231,22,n to 1
52232,22,n to 1
52233,22,n to 1
52234,22,n to 1
52235,22,n to 1
52236,22,n to 1
52237,22,n to 1
52238,22,n to 1
52239,22,n to 1
52241,22,n to 1
52242,22,n to 1
52251,22,n to 1
52252,22,n to 1
52253,22,n to 1
52254,22,n to 1
52255,22,n to 1
52256,22,n to 1
52257,22,n to 1
52261,22,n to 1
52262,22,n to 1
52263,22,n to 1
52264,22,n to 1
52265,22,n to 1
52266,22,n to 1
52267,22,n to 1
52268,22,n to 1
52269,22,n to 1
5231,22,n to 1
52321,22,n to 1
52322,22,n to 1
52329,22,n to 1
52331,22,n to 1
52332,22,n to 1
52339,22,n to 1
52341,22,n to 1
52342,22,n to 1
52343,22,n to 1
52344,22,n to 1
52345,22,n to 1
52349,22,n to 1
52351,22,n to 1
52352,22,n to 1
52359,22,n to 1
52361,22,n to 1
52362,22,n to 1
52363,22,n to 1
52364,22,n to 1
52365,22,n to 1
52371,22,n to 1
52372,22,n to 1
52373,22,n to 1
52374,22,n to 1
52375,22,n to 1
52379,22,n to 1
52381,22,n to 1
52382,22,n to 1
52383,22,n to 1
52384,22,n to 1
52389,22,n to 1
52431,22,n to 1
52432,22,n to 1
52491,22,n to 1
52492,22,n to 1
52493,22,n to 1
52494,22,n to 1
52495,22,n to 1
52499,22,n to 1
52511,22,n to 1
52513,22,n to 1
52515,22,n to 1
52517,21,n to 1
52519,22,n to 1
52591,22,n to 1
52595,22,n to 1
53111,22,n to 1
53112,22,n to 1
53113,22,n to 1
53114,22,n to 1
53115,22,n to 1
53116,22,n to 1
53117,22,n to 1
53119,22,n to 1
53121,22,n to 1
53122,22,n to 1
53221,22,n to 1
53222,22,n to 1
53231,22,n to 1
53232,22,n to 1
53311,22,n to 1
53312,22,n to 1
53313,22,n to 1
53314,22,n to 1
53315,22,n to 1
53316,22,n to 1
53317,22,n to 1
53318,22,n to 1
53321,22,n to 1
53329,22,n to 1
53341,22,n to 1
53342,22,n to 1
53343,22,n to 1
53344,22,n to 1
53351,22,n to 1
53352,63,n to 1
53353,22,n to 1
53354,22,n to 1
53355,22,n to 1
54111,22,n to 1
54112,22,n to 1
54113,22,n to 1
54114,22,n to 1
54115,22,n to 1
54116,22,n to 1
54117,22,n to 1
54131,22,n to 1
54132,22,n to 1
54133,22,n to 1
54139,22,n to 1
54141,22,n to 1
54142,22,n to 1
54143,22,n to 1
54144,22,n to 1
54145,22,n to 1
54146,22,n to 1
54147,22,n to 1
54149,22,n to 1
54151,22,n to 1
54152,22,n to 1
54153,22,n to 1
54159,22,n to 1
54161,22,n to 1
54162,21,n to n
54162,22,n to n
54162,62,n to n
54162,63,n to n
54163,21,n to n
54163,22,n to n
54163,62,n to n
54163,63,n to n
54164,21,n to n
54164,22,n to n
54164,62,n to n
54164,63,n to n
54191,21,n to n
54191,22,n to n
54191,62,n to n
54191,63,n to n
54192,21,n to n
54192,22,n to n
54192,62,n to n
54192,63,n to n
54193,21,n to n
54193,22,n to n
54193,62,n to n
54193,63,n to n
54199,21,n to n
54199,22,n to n
54199,62,n to n
54199,63,n to n
54211,21,n to n
54211,22,n to n
54211,62,n to n
54211,63,n to n
54212,21,n to n
54212,22,n to n
54212,62,n to n
54212,63,n to n
54213,21,n to n
54213,22,n to n
54213,62,n to n
54213,63,n to n
54219,21,n to n
54219,22,n to n
54219,62,n to n
54219,63,n to n
54221,21,n to n
54221,22,n to n
54221,62,n to n
54221,63,n to n
54222,21,n to n
54222,22,n to n
54222,62,n to n
54222,63,n to n
54223,21,n to n
54223,22,n to n
54223,62,n to n
54223,63,n to n
54224,21,n to n
54224,22,n to n
54224,62,n to n
54224,63,n to n
54229,21,n to n
54229,22,n to n
54229,62,n to n
54229,63,n to n
54231,21,n to n
54231,22,n to n
54231,62,n to n
54231,63,n to n
54232,21,n to n
54232,22,n to n
54232,62,n to n
54232,63,n to n
54291,21,n to n
54291,22,n to n
54291,62,n to n
54291,63,n to n
54292,21,n to n
54292,22,n to n
54292,62,n to n
54292,63,n to n
54293,21,n to n
54293,22,n to n
54293,62,n to n
54293,63,n to n
55131,22,n to 1
55132,22,n to 1
55133,22,n to 1
55135,22,n to 1
55141,22,n to 1
55149,22,n to 1
5531,63,n to 1
5532,63,n to 1
5533,63,n to 1
5534,63,n to 1
55351,63,n to 1
55352,63,n to 1
55353,63,n to 1
55354,63,n to 1
55359,63,n to 1
55411,63,n to 1
55415,63,n to 1
55419,63,n to 1
55421,22,n to 1
55422,63,n to 1
55423,22,n to 1
55431,63,n to 1
55432,63,n to 1
55433,63,n to 1
55434,63,n to 1
55435,63,n to 1
56211,22,n to 1
56212,22,n to 1
56213,22,n to 1
56214,22,n to 1
